dataset,wsi_id
CAMELYON16,normal_097
CAMELYON16,normal_098
CAMELYON16,normal_099
CAMELYON16,normal_100
CAMELYON16,normal_101
CAMELYON16,normal_102
CAMELYON16,normal_103
CAMELYON16,normal_104
CAMELYON16,normal_105
CAMELYON16,normal_106
CAMELYON16,normal_107
CAMELYON16,normal_108
CAMELYON16,normal_109
CAMELYON16,normal_110
CAMELYON16,normal_111
CAMELYON16,normal_112
CAMELYON16,normal_113
CAMELYON16,normal_114
CAMELYON16,normal_115
CAMELYON16,normal_116
CAMELYON16,normal_117
CAMELYON16,normal_118
CAMELYON16,normal_119
CAMELYON16,normal_120
CAMELYON16,normal_121
CAMELYON16,normal_122
CAMELYON16,normal_123
CAMELYON16,normal_124
CAMELYON16,normal_125
CAMELYON16,normal_126
CAMELYON16,normal_127
CAMELYON16,normal_128
CAMELYON16,normal_129
CAMELYON16,normal_130
CAMELYON16,normal_131
CAMELYON16,normal_132
CAMELYON16,normal_133
CAMELYON16,normal_134
CAMELYON16,normal_135
CAMELYON16,normal_136
CAMELYON16,normal_137
CAMELYON16,normal_138
CAMELYON16,normal_139
CAMELYON16,normal_140
CAMELYON16,normal_141
CAMELYON16,normal_142
CAMELYON16,normal_143
CAMELYON16,normal_144
CAMELYON16,normal_145
CAMELYON16,normal_146
CAMELYON16,normal_147
CAMELYON16,normal_148
CAMELYON16,normal_149
CAMELYON16,normal_150
CAMELYON16,normal_151
CAMELYON16,normal_152
CAMELYON16,normal_153
CAMELYON16,normal_154
CAMELYON16,normal_155
CAMELYON16,normal_156
CAMELYON16,normal_157
CAMELYON16,normal_158
CAMELYON16,normal_159
CAMELYON16,normal_160
CAMELYON16,test_001
CAMELYON16,test_002
CAMELYON16,test_003
CAMELYON16,test_004
CAMELYON16,test_005
CAMELYON16,test_006
CAMELYON16,test_007
CAMELYON16,test_008
CAMELYON16,test_009
CAMELYON16,test_010
CAMELYON16,test_011
CAMELYON16,test_012
CAMELYON16,test_013
CAMELYON16,test_014
CAMELYON16,test_015
CAMELYON16,test_016
CAMELYON16,test_017
CAMELYON16,test_018
CAMELYON16,test_019
CAMELYON16,test_020
CAMELYON16,test_021
CAMELYON16,test_022
CAMELYON16,test_023
CAMELYON16,test_024
CAMELYON16,test_025
CAMELYON16,test_026
CAMELYON16,test_027
CAMELYON16,test_028
CAMELYON16,test_029
CAMELYON16,test_030
CAMELYON16,test_031
CAMELYON16,test_032
CAMELYON16,test_033
CAMELYON16,test_034
CAMELYON16,test_035
CAMELYON16,test_036
CAMELYON16,test_037
CAMELYON16,test_038
CAMELYON16,test_039
CAMELYON16,test_040
CAMELYON16,test_041
CAMELYON16,test_042
CAMELYON16,test_043
CAMELYON16,test_044
CAMELYON16,test_045
CAMELYON16,test_046
CAMELYON16,test_047
CAMELYON16,test_048
CAMELYON16,test_050
CAMELYON16,test_051
CAMELYON16,test_052
CAMELYON16,test_053
CAMELYON16,test_054
CAMELYON16,test_055
CAMELYON16,test_056
CAMELYON16,test_057
CAMELYON16,test_058
CAMELYON16,test_059
CAMELYON16,test_060
CAMELYON16,test_061
CAMELYON16,test_062
CAMELYON16,test_063
CAMELYON16,test_064
CAMELYON16,test_065
CAMELYON16,test_066
CAMELYON16,test_067
CAMELYON16,test_068
CAMELYON16,test_069
CAMELYON16,test_070
CAMELYON16,test_071
CAMELYON16,test_072
CAMELYON16,test_073
CAMELYON16,test_074
CAMELYON16,test_075
CAMELYON16,test_076
CAMELYON16,test_077
CAMELYON16,test_078
CAMELYON16,test_079
CAMELYON16,test_080
CAMELYON16,test_081
CAMELYON16,test_082
CAMELYON16,test_083
CAMELYON16,test_084
CAMELYON16,test_085
CAMELYON16,test_086
CAMELYON16,test_087
CAMELYON16,test_088
CAMELYON16,test_089
CAMELYON16,test_090
CAMELYON16,test_091
CAMELYON16,test_092
CAMELYON16,test_093
CAMELYON16,test_094
CAMELYON16,test_095
CAMELYON16,test_096
CAMELYON16,test_097
CAMELYON16,test_098
CAMELYON16,test_099
CAMELYON16,test_100
CAMELYON16,test_101
CAMELYON16,test_102
CAMELYON16,test_103
CAMELYON16,test_104
CAMELYON16,test_105
CAMELYON16,test_106
CAMELYON16,test_107
CAMELYON16,test_108
CAMELYON16,test_109
CAMELYON16,test_110
CAMELYON16,test_111
CAMELYON16,test_112
CAMELYON16,test_113
CAMELYON16,test_114
CAMELYON16,test_115
CAMELYON16,test_116
CAMELYON16,test_117
CAMELYON16,test_118
CAMELYON16,test_119
CAMELYON16,test_120
CAMELYON16,test_121
CAMELYON16,test_122
CAMELYON16,test_123
CAMELYON16,test_124
CAMELYON16,test_125
CAMELYON16,test_126
CAMELYON16,test_127
CAMELYON16,test_128
CAMELYON16,test_129
CAMELYON16,test_130
CAMELYON16,tumor_001
CAMELYON16,tumor_002
CAMELYON16,tumor_003
CAMELYON16,tumor_004
CAMELYON16,tumor_005
CAMELYON16,tumor_006
CAMELYON16,tumor_007
CAMELYON16,tumor_008
CAMELYON16,tumor_009
CAMELYON16,tumor_010
CAMELYON16,tumor_011
CAMELYON16,tumor_012
CAMELYON16,tumor_013
CAMELYON16,tumor_014
CAMELYON16,tumor_015
CAMELYON16,tumor_016
CAMELYON16,tumor_017
CAMELYON16,tumor_018
CAMELYON16,tumor_019
CAMELYON16,tumor_020
CAMELYON16,tumor_021
CAMELYON16,tumor_022
CAMELYON16,tumor_023
CAMELYON16,tumor_024
CAMELYON16,tumor_025
CAMELYON16,tumor_026
CAMELYON16,tumor_027
CAMELYON16,tumor_028
CAMELYON16,tumor_029
CAMELYON16,tumor_030
CAMELYON16,tumor_031
CAMELYON16,tumor_032
CAMELYON16,tumor_033
CAMELYON16,tumor_034
CAMELYON16,tumor_035
CAMELYON16,tumor_036
CAMELYON16,tumor_037
CAMELYON16,tumor_038
CAMELYON16,tumor_039
CAMELYON16,tumor_040
CAMELYON16,tumor_041
CAMELYON16,tumor_042
CAMELYON16,tumor_043
CAMELYON16,tumor_044
CAMELYON16,tumor_045
CAMELYON16,tumor_046
CAMELYON16,tumor_047
CAMELYON16,tumor_048
CAMELYON16,tumor_049
CAMELYON16,tumor_050
CAMELYON16,tumor_051
CAMELYON16,tumor_052
CAMELYON16,tumor_053
CAMELYON16,tumor_054
CAMELYON16,tumor_055
CAMELYON16,tumor_056
CAMELYON16,tumor_057
CAMELYON16,tumor_058
CAMELYON16,tumor_059
CAMELYON16,tumor_060
CAMELYON16,tumor_061
CAMELYON16,tumor_062
CAMELYON16,tumor_063
CAMELYON16,tumor_064
CAMELYON16,tumor_065
CAMELYON16,tumor_066
CAMELYON16,tumor_067
CAMELYON16,tumor_068
CAMELYON16,tumor_069
CAMELYON16,tumor_070
CAMELYON16,tumor_071
CAMELYON16,tumor_072
CAMELYON16,tumor_073
CAMELYON16,tumor_074
CAMELYON16,tumor_075
CAMELYON16,tumor_076
CAMELYON16,tumor_077
CAMELYON16,tumor_078
CAMELYON16,tumor_079
CAMELYON16,tumor_080
CAMELYON16,tumor_081
CAMELYON16,tumor_082
CAMELYON16,tumor_083
CAMELYON16,tumor_084
CAMELYON16,tumor_085
CAMELYON16,tumor_086
CAMELYON16,tumor_087
CAMELYON16,tumor_088
CAMELYON16,tumor_089
CAMELYON16,tumor_090
CAMELYON16,tumor_091
CAMELYON16,tumor_092
CAMELYON16,tumor_093
CAMELYON16,tumor_094
CAMELYON16,tumor_095
CAMELYON16,tumor_096
CAMELYON16,tumor_097
CAMELYON16,tumor_098
CAMELYON16,tumor_099
CAMELYON16,tumor_100
CAMELYON16,tumor_101
CAMELYON16,tumor_102
CAMELYON16,tumor_103
CAMELYON16,tumor_104
CAMELYON16,tumor_105
CAMELYON16,tumor_106
CAMELYON16,tumor_107
CAMELYON16,tumor_108
CAMELYON16,tumor_109
CAMELYON16,tumor_110
CAMELYON16,tumor_111
